ZL_ohm;V0;I0;VL;IL
207.56616570372546;(117899.46471784564-13297.106254357524j);(443.77588445679964-226.7194562758603j);(89420.12463648425-55665.61914984047j);(428.18682730416896-282.13320558241367j)
438.9289118624465;(127753.59284656619-15186.663020161897j);(293.0037994734858-3.165649091955385j);(118100.91973627002-39569.95400084123j);(258.5988158320457-98.44623268484298j)
312.31326350713164;(128269.79372683905-15070.145974210052j);(382.6541772174478-65.09461072665981j);(112484.58073280315-48153.919541755255j);(362.03347001736756-155.79867840721357j)
422.8613269230426;(128216.70969412092-10031.330498927837j);(307.6932240165154-9.563065301639924j);(125413.20595203753-39544.05998911462j);(306.31807621006874-106.73099221942493j)
676.4397517628547;(135642.3249676458-8527.418438440629j);(211.98423264806095+45.168260578531275j);(135139.20601961587-24552.534168473925j);(196.53669030362812-45.23604889836955j)
323.34550694324423;(126562.4503802494-15981.442955052684j);(368.7514786793662-83.82153812543514j);(109095.20303804433-51773.91340532212j);(357.11239688665046-145.7996502567536j)
223.23256276276763;(116995.28508158318-16849.725262274744j);(468.6653946489951-184.245947899138j);(92052.95026782979-58622.83131227436j);(428.6360127070102-239.25700855846614j)
350.38881845253803;(125277.05267292444-19201.80307341193j);(352.0997711248308-51.12631103669744j);(110717.5444598378-49912.75366118557j);(323.7400681208305-146.4681326943041j)
357.3484419270097;(123881.09850312721-12058.575349498447j);(352.7348312154667-39.98156899621137j);(113411.18662451678-44306.398040639804j);(311.0299113089391-120.12716072472625j)
567.2924133943302;(130248.3610281759-3312.9591281437633j);(245.45627910959902+35.54606499566969j);(128993.21644077748-28304.37900611805j);(221.9845612828462-60.4701906760384j)
507.50832683452865;(128299.92722217049-9127.07428318256j);(257.71698794355115+17.823119814590633j);(126824.89455343504-31390.203969379036j);(232.92547027752946-78.98203139812398j)
636.8219791906556;(135408.4108598906-3068.954389036673j);(219.3520800077217+42.53727797406193j);(129068.54099080873-26801.20881527743j);(203.97000402636988-52.4445071754657j)
568.6587179866109;(134913.12035590468-12734.824171238479j);(241.13843625912864+30.32538882745928j);(124867.48186374005-32446.222764047747j);(222.09812973183224-51.58346247084183j)
421.6405110208402;(132779.6824173853-10531.837465136827j);(311.8391719520933-7.6108500366189755j);(115600.3179576393-42992.36556576616j);(287.3083285671574-98.21125021057549j)
653.9916192596397;(134614.54138217043-10887.768572634368j);(220.26927888624013+40.7994505352624j);(126022.23981053865-28063.155948659925j);(196.02161574837768-45.94216835644396j)
285.1745643473912;(129054.57632399455-13770.983317205753j);(402.57390837774966-96.10485654504932j);(103367.6473685821-53003.04502993601j);(367.52263331877145-170.45413510859063j)
202.94588168630048;(118920.5868104659-15663.666749282333j);(470.04130371533165-227.31590755569275j);(93345.0922971108-54961.63086308002j);(460.73951356180197-266.66993570720985j)
241.3272806421158;(120652.0966719461-14138.207826175265j);(449.98998025572706-136.61721608520224j);(95525.28968845513-58021.176434743764j);(424.2050515357616-241.27176734775676j)
601.7448298399767;(129309.87024006873-11328.465685597535j);(234.9766027694635+39.45349548554858j);(127699.7654987504-31369.19002779348j);(220.7300136117336-57.67386127155163j)
453.2700212432908;(128710.15188590281-17191.31516821977j);(293.5050483269391+3.6234520289362715j);(117287.03026801244-39486.4891075651j);(249.84672045761874-89.88602272931837j)
281.924914049153;(125752.42655695791-20026.652704578257j);(382.2018016814543-100.93829247231443j);(103812.18653225848-52725.181493560674j);(384.3180336590531-164.68420886707474j)
475.5955218089172;(128535.19114432237-9297.898048529869j);(293.88629931416006+10.58489065851126j);(123981.54764844853-39879.31881094512j);(267.9701699466751-79.90034190765209j)
276.817898546506;(127099.08737640093-10662.051794586987j);(398.50210661718137-108.97437734013242j);(106212.33930531071-50664.10603582321j);(383.7824223069704-203.84653865567697j)
586.9026137943096;(131432.1319832573-9544.741848234731j);(233.10036789945875+27.874316033588176j);(126068.4429182249-29877.792505796082j);(204.8819832154971-50.81039995479691j)
444.3090770771975;(129113.7166323729-11863.522415963798j);(280.1914353503251-4.598188538657955j);(121077.98190469194-35388.732015490816j);(292.33229008861764-87.8053955354322j)
407.182098874995;(135553.59385693748-9928.62818087565j);(312.87398371231814-9.905958623177078j);(120375.17588453265-39356.52779015631j);(306.3724220413731-107.10596053672651j)
361.8618908142896;(126555.75582020936-9766.137465290787j);(333.94826249874325-54.759269861560924j);(114439.26335226424-44861.043665121935j);(324.62242858335-116.7447675418921j)
549.2610780777663;(133925.84475863088-9566.548511129457j);(254.7704216287857+13.085645718745285j);(127341.99429051623-36073.711247402054j);(230.15705978694587-52.91738696277964j)
396.2331880154326;(126094.64999309104-10368.273213727538j);(312.3784774511574-19.764151163587286j);(116201.13776266361-40931.91435262458j);(317.6732050466637-101.68246766135549j)
239.96045401017756;(120215.94272540716-16327.321282949606j);(440.16067066754647-151.87657385805562j);(99467.86382753856-57629.144769925304j);(423.37214620402966-252.25314320928285j)
257.2633642086937;(122375.8986373914-15131.41445368778j);(430.0097775175654-143.96337509788393j);(103771.84017006183-49488.79419584687j);(389.0488782274405-201.40780722932348j)
738.2816687932233;(132494.40739430033-4034.6597893435273j);(181.83226544082095+51.024497176185335j);(128312.20048152516-31511.486704904655j);(185.05362885526858-34.26709202992069j)
707.890993703336;(133768.84804074658-6282.567815333191j);(188.3028745063865+53.13701513073663j);(129027.32095998667-30882.90952038505j);(177.53780844766797-43.55843756477275j)
588.8330662721273;(126345.98491747759-11404.267426170476j);(226.2801948585454+38.39792060228947j);(135159.38125428365-35276.28603761108j);(223.68427159560127-58.39643778171286j)
341.5458780319261;(125907.69267556208-14537.55434051105j);(353.5465518519023-49.55949340124133j);(110624.99996345557-43286.5799918115j);(320.87359896028886-130.0110066912651j)
742.4305350882026;(129431.99738704301-5260.033269998263j);(189.79436845144173+52.570461281024215j);(138761.5333107739-26920.576142305763j);(175.00799605670377-34.348034500225005j)
633.8880152605029;(134218.07296123583-7685.926112482715j);(224.5718073723724+45.91649463710514j);(126222.2040209026-31093.826810483326j);(204.34562871916577-41.662435973915j)
598.6274078206275;(128225.61366575366-9436.432536956781j);(232.2461087323588+26.592747606847922j);(128815.881687032-30976.26647356181j);(213.17334643565604-53.382043340593995j)
446.13605622195956;(127897.14013428775-15212.399783938381j);(290.96710502861634-1.0063871799381108j);(119576.25867844623-38855.877450645916j);(267.17478196688484-77.66967941496321j)
345.1776902517406;(135508.50635509173-14850.083164247153j);(369.2558041539366-62.01963395261795j);(113742.89592408427-54665.89429333075j);(325.45972455149285-127.97508445360526j)
244.9428484274946;(119923.82980570148-14059.495430043307j);(436.14093827404656-143.32469569226103j);(100287.10842576715-56273.830998941674j);(415.54992060794655-215.4148916599437j)
704.4833660299897;(128518.11169651209-7162.057045282909j);(189.22399206178198+57.95033701782248j);(127421.91440583344-28262.354866382408j);(188.59579754144292-41.36346259623107j)
449.7924852051583;(132278.3525288375-12740.019072386278j);(283.21748559184624+1.8698509300895587j);(122293.29539564086-39049.09719273292j);(281.49746762847906-97.77747815323758j)
305.3471179332813;(126423.11933974171-14933.631264224814j);(398.67844602613695-78.58572660835257j);(107793.16833451271-49225.90354898339j);(364.6833148162738-156.48780592480378j)
364.39527576587193;(126608.2584415476-13687.140492268318j);(329.6462362868907-36.26549791569259j);(114925.2558809222-47630.547290082184j);(320.6450310022586-117.85901099515216j)
520.1551542968807;(130377.78594023452-8441.593383629428j);(252.72701081173295+17.06790816288433j);(128962.68739647519-36883.86018913908j);(250.18441464830894-55.4022858701695j)
290.76048627536204;(126824.07917397158-13959.365601142787j);(389.04826876060804-83.5071261186155j);(109542.65502183505-53163.78514076799j);(363.346482535461-165.39057271480996j)
678.270141932654;(132596.0355938374-2542.0946720666507j);(206.76733841010582+44.78243305781281j);(135609.32069491956-26124.729320833998j);(193.07440411818874-40.8029714467715j)
622.3561320060697;(131519.95288597123-9600.695811435768j);(220.6466711454382+48.02488478049179j);(127796.00623483695-29813.547683736244j);(201.85027383903548-36.44781853577729j)
600.093884892034;(133023.13398300853-14598.006821950883j);(216.84687955320558+31.058898384434855j);(134609.67005002967-30681.444909257745j);(211.7507331211527-45.01216397552413j)
436.2930326718091;(132187.51177280824-12987.764997222162j);(298.53139274818517-13.208787980925408j);(118008.66286949682-42374.06631887742j);(291.8630093967705-98.94514516009157j)
547.5660392003927;(135141.99407203324-16205.813697651458j);(235.34418020123314+34.90760169461456j);(126390.12885459424-34597.838420828055j);(245.13809649141427-57.212331752909336j)
522.9358422802593;(131041.9116156309-8378.597788778843j);(248.5977902863238+17.15069997847055j);(126917.59232428847-36385.79476226981j);(245.34236996519786-77.91873971627604j)
560.4125628862473;(137236.04014207053-12399.834964132653j);(235.05385935088114+30.061475904959632j);(129605.29684913058-35589.9897974168j);(226.3443087712333-62.28886770915925j)
238.1332630497368;(117683.2743296167-16602.382984171145j);(437.48201256499493-157.33388770370166j);(96930.79487474846-54875.45915725157j);(409.7588070871865-212.69061765913983j)
427.0102192372475;(128843.9700811252-11132.102630338157j);(304.65863547745295-13.408147591895972j);(122731.62132667609-36190.883902290974j);(297.9495756586602-99.6091461374469j)
213.7200791012787;(118544.85759417157-16725.27369496213j);(460.83552894238596-215.42223375501317j);(88847.60635977557-57276.76733765722j);(432.4015989923824-267.3317926523387j)
471.5747669693758;(133245.39797508347-15523.335594323882j);(280.91036409681726+17.604547577707795j);(122653.10016086983-38238.87206814949j);(270.5028024748548-83.24554423743581j)
378.0208910296876;(124500.0653634003-9056.370375921573j);(310.2567231588044-19.39603684504057j);(119471.09142858809-46583.57207195639j);(305.3077179526346-135.7821184291694j)
272.3787876536467;(123851.6371991728-12826.270866338371j);(404.63727443723883-137.33896181943513j);(104498.34427192289-51410.58920218535j);(385.4608724292394-203.9241727628799j)
248.93969160185443;(117468.13275324614-13701.88596947423j);(427.7196708393523-153.4263075105028j);(102524.14094423957-52833.75397542247j);(387.56269780945144-211.2041661314383j)
524.9574061412959;(136665.9480491252-6302.330618619624j);(254.4981799244041+11.707370584057607j);(125598.17511397341-28371.348072540473j);(251.78599933301246-78.77741300557528j)
287.2379920660251;(131180.8347813364-16831.163357386053j);(400.4286297975246-107.02122073518134j);(105955.91191379508-50524.157405693426j);(374.8448800740522-193.19715878590335j)
717.3184674747744;(132887.83943183324-10481.666614902284j);(193.99451745221722+50.84982704990059j);(128353.52880437464-27725.582343169284j);(189.70623019175702-35.318456398221414j)
521.2048496292251;(128767.93138964102-10869.020423077252j);(256.50289625558537+18.92191977330866j);(122516.2824017415-35578.58483242472j);(244.2716429063966-73.87684331975292j)
387.71578858485714;(122226.67505258934-9944.859309529722j);(328.29970524331475-16.69422573180705j);(123940.42986854789-38172.85183205426j);(305.9822807391338-104.64058790277764j)
526.8218301444076;(130389.09802427964-9830.650648164486j);(257.7690727702341+26.385750612143063j);(125444.5794071245-32828.412334887886j);(234.4871116485433-76.19415853362096j)
202.9982064869276;(118843.5997455093-14074.7825544275j);(456.9791281887433-234.29118155102404j);(93504.39702264754-59977.69177155763j);(439.72779347389064-275.48457439212524j)
736.3787515476239;(133646.878703929-3788.832506183109j);(190.12103611318233+51.588970058740955j);(134610.47561698098-22876.031260757532j);(177.88903358490302-44.230351630678236j)
464.9129590574531;(127479.51510421136-15603.986652252013j);(278.9967966860284+4.019037245246439j);(121570.11999878104-33999.1139073431j);(263.6438565068124-73.0511056640685j)
636.1590795326631;(130326.31016155952-10065.177242283218j);(225.05179240773128+34.242104140441285j);(124744.4902148524-33162.10226711416j);(206.53705725147816-52.603545949042086j)
237.15609995578998;(121574.67736915985-13335.97638211574j);(442.06720550252936-168.638431852062j);(102458.31346922865-52895.264695760314j);(430.8519839991038-231.81002501717728j)
467.3952485777514;(131102.47753012125-12797.6163994488j);(287.7799688646525+11.092218966915171j);(124488.70360657938-40546.301743696466j);(267.9791766614045-89.75994574636456j)
469.70298678207695;(130666.83881711493-14348.280664081256j);(267.84214100604794+9.661600510823353j);(121271.42925497833-42037.09767295112j);(263.29102950037674-70.66494940059592j)
724.5610793357403;(133941.9468152599-7091.616140135377j);(187.9603458044028+54.49661671125565j);(127975.01575242852-31312.544148923964j);(189.38941307582306-34.67556994204513j)
515.884989854363;(134047.4452258985-3720.4829814665027j);(252.29661187841842+14.559688947913159j);(121986.30962940663-29680.8958281122j);(247.0214551410907-64.87527378913053j)
459.8889586024637;(129990.62626062389-12265.19217266799j);(269.35507670812257-3.2758858363167107j);(123607.14731975106-38567.02651407233j);(277.91475262436205-74.67837167831551j)
342.1761279623793;(125206.71413030325-14255.55904520251j);(361.9208249455938-57.655057312559705j);(117612.69577090554-45764.431780180326j);(345.25477674359416-126.42612625284106j)
378.99432848525475;(127428.71678289841-17968.014807945583j);(336.4758363455487-13.504269468333725j);(120436.54830800864-42364.372983169145j);(319.22046787158564-101.70396030267763j)
486.78326940877656;(125296.18845416902-9614.411110480503j);(276.67712708162423+17.46456732752791j);(125702.72954081613-40834.886488050455j);(252.43225649234358-71.53826789235065j)
440.1795323738766;(129656.09901870225-13379.124351183766j);(297.7168960324255-1.8445007959003483j);(124245.66009468507-37701.863549252885j);(279.8777693000072-94.70333731358048j)
202.31888553178834;(114086.18686510013-13512.366502198003j);(502.0511127691503-203.7613092958474j);(93395.21475997359-60808.302868072235j);(432.427343043548-285.10607888113793j)
660.9863967907839;(132705.59309246065-7352.253067014485j);(200.63160684732085+40.95804595249882j);(135463.97592562507-22797.671329344594j);(198.64909997141038-49.75321867673066j)
700.8116399486671;(132681.64245212186-9968.073751626089j);(192.92297890932795+44.96305497724453j);(128749.91856755786-31183.624023889985j);(190.46622639671236-51.192942543061704j)
269.9419807292081;(128255.0494895895-7353.912870471572j);(419.81491962653735-92.60102043268509j);(103117.01294742871-52797.40156724687j);(400.7113548356521-210.94266645941434j)
505.80060181725815;(128212.7168007009-9352.960181762577j);(253.6893445526116+17.093064124217353j);(124601.86972220229-34817.7561980251j);(261.69066681302564-76.52064783039242j)
251.8881724472028;(126549.68047050596-15996.313917485939j);(445.94583880067285-130.8550632595739j);(101679.29481143197-54480.84603888729j);(400.6735659693488-207.89347553162992j)
573.1768530326926;(130699.49289993379-8157.487668726957j);(241.66675957811069+27.667883332923804j);(127146.47761447623-30208.870439655755j);(224.50886663162566-59.90931662657098j)
350.30325678823476;(127234.78447515392-10284.089923494865j);(341.0380165849165-58.40391207306061j);(115595.1374879044-45773.400276836226j);(333.02879059571393-126.58953358358693j)
565.870901774384;(129576.67980143664-9839.742361233564j);(227.9589763361913+31.845090380239554j);(126799.97951106662-27982.687033778417j);(229.87635539703638-66.32058441021513j)
604.3869301435232;(132564.04573581606-7902.613949228864j);(233.19887052663995+29.057839025138883j);(126830.46877315534-28166.45757024064j);(207.25514790897782-50.8888069680953j)
628.1290703930645;(131861.42355786724-8091.082562849297j);(213.39573116567126+38.938693245828546j);(125820.52387523025-35637.024607883795j);(212.12962608564206-48.00054938233527j)
251.41233919486103;(124187.61968630113-13353.047585614699j);(438.77810055502-147.03081362270729j);(99430.0677901783-58433.27938973773j);(408.60232455491166-236.129075866328j)
712.1267517284365;(137937.92215599527-9577.697981662352j);(202.55815976412975+58.9749350109665j);(130867.95086299568-27090.72293361134j);(177.77081342269184-36.53921706712826j)
321.2219748100821;(124308.26004199275-13733.815426833322j);(371.1562993182125-77.18795525997464j);(112401.01017214131-50157.639836573006j);(342.8365168141846-156.06198566791284j)
211.32515702042247;(118363.58708886943-17165.481604594755j);(483.0977267975452-181.85573242236157j);(91898.73602344068-57662.76627867229j);(447.17972305057293-282.1481160378213j)
506.2659075531455;(128353.74620435685-12226.641554084632j);(263.4353357474739+12.449551173670574j);(127775.3151593006-32939.72887947008j);(258.26734476603906-71.77245755935321j)
401.4257018015901;(129045.59541125086-7373.972043869287j);(310.46070814742677-18.029544823296728j);(122729.8445999549-44941.49734711321j);(298.0796888307256-97.85051615154609j)
662.9801535854755;(129419.57632027818-8135.950208589108j);(212.8005359957555+53.66133674223988j);(129280.25775042361-24972.97463301351j);(211.29878933273332-49.833501989306235j)
650.703339076652;(131183.261687327-10624.52367901992j);(207.72770679512354+48.02604387325435j);(130244.95528754633-26007.958858326692j);(192.81432025703486-31.27257107123776j)
370.76916890894773;(121452.86061188793-15263.94971768988j);(346.95916129886405-34.08248376512928j);(116550.52768939767-49087.533907017954j);(315.97325352809077-119.7559551997282j)
733.1526551897547;(132873.24487707653-7842.545240876732j);(188.9012172593426+60.06728132060798j);(132757.15017333234-26862.872921606406j);(175.32229073740598-25.88570208188561j)
355.8231677398676;(123707.3017907715-11661.165820687733j);(352.7173501006212-45.53064706779099j);(118436.37901826101-48668.226451118884j);(318.9872671840247-132.12512752143377j)
483.5825636620773;(133459.68898264604-15249.98734634617j);(268.2647239282432+5.807817193176194j);(125069.26597326683-35068.44825041403j);(260.5557794175745-67.47732584209894j)
